id,name,short_description,price,list_price,discount,discount_rate,all_time_quantity_sold,inventory_status,stock_item_qty,stock_item_max_sale_qty,date
72049662,"Combo 6 Túi Giặt Lưới Bảo Vệ Quần Áo, túi lưới mịn polyester bảo quản quần áo","Túi giặt lưới dày dặn có nhiều ứng dụng cho đời sống hàng ngàyBảo vệ quần áo khỏi các tác động mạnh từ máy giặt, đặc biệt là máy cửa trên.Túi cũng giúp gom nhiều loại đồ phụ kiện nhỏ lại giặt chung 1 ...",119700,126000,6300,5,838.0,available,1000,1000,2025-04-14
71178441,"Áo Mưa Bít Dù Trơn, Áo Mưa Kín Người Vải Dù Siêu Dày 1M4, Chống Thấm Hiệu Quả, Phù Hợp Nam Và Nữ, Có Túi Đựng, Có Lựa Chọn Màu Sắc","Áo mưa là sản phẩm thông dụng, không thể thiếu khi mùa mưa đến, giúp bạn tránh những cơn mưa bất chợt, áo mưa được cắt may từ vải dù có độ bền cao hơn các loại vải khác.                              ...",115000,115000,0,0,989.0,available,1000,1000,2025-04-14
58357614,"Đèn bắt muỗi, ruồi và các loại côn trùng Con Dơi"," 1. Đặc điểm nổi bậc của bắt muỗi, ruồi và côn trùng hiệu CON DƠI MODEL CN02- Tiêu diệt muỗi cả ban ngày và ban đêm ( đèn bắt muỗi thông thường không bắt được muỗi ban ngày) muỗi ban ngày mới thực sự...",379000,379000,0,0,4843.0,available,1000,1000,2025-04-14
57867023,Cây Lau Nhà Xoay 360 Độ Sunhouse Ks-Mo350I,"Đặc điểm nổi bậtCây lau nhà xoay 360 độ SUNHOUSE KS-MO350I có cán làm bằng inox 201 với tay cầm bằng nhựa PP cao cấp, chắc chắn, không bị han gỉ và có thể tháo lắp dễ dàng khi sử dụng. Cây lau có th...",135000,200000,65000,33,3671.0,available,1000,1000,2025-04-14
57806524,"Áo Mưa Bộ Vải Dù Cao Cấp Cho Bé Từ 3 -10 Tuổi, Chống Thấm, Che Kín Người An Toàn Cho Bé, Lựa Chọn Màu Sắc Phù Hợp Giới Tính (Giao Màu - Mẫu Ngẫu Nhiên)","-Giao Màu - Mẫu ngẫu nhiên, bao bì mẫu mã có thể thay đổi theo từng đợt sản xuất.Thương hiệu uy tính : XUDI- Chất liệu: Vải dù 100%- Áo có được thiết kế khóa kéo và nút bấm hạn chế nước bắn vào ng...",110000,110000,0,0,516.0,available,1000,1000,2025-04-14
53830678,"1 cặp ruột gối hơi cao cấp - Gòn bông nhân tạo an toàn sức khỏe, không chứa chất độc hại - Có khóa kéo dễ dàng thêm bớt gòn bên trong - Êm ái, mềm mịn","Cặp gối nằm gòn/gối hơi cao cấp - Thương hiệu A  Biết đến như là sợi tự nhiên nhẹ nhất trên thế giới, bông gòn được nhiều tín đồ yêu thích bởi sự thoải mái và dễ chịu. Những chiếc gối gòn 100%...",65000,65000,0,0,1906.0,available,1000,1000,2025-04-14
50294624,"Lưới Đèn LED Chống Nước Trang Trí Ngoài Trời Cho Giánh Sinh, Tiệc, Lễ Tết - Nhiều Kích Cỡ","Dây đèn LED dạng lưới bóng nhỏ kèm tính năng chống thấm nước giúp trang trí ngoài trời cho những dịp lễ, Tết, tiệc, giáng Có 2 kích thước để chọn: ngang 1.5m x dọc 1.5m (96 bóng đèn) hoặc ngang 3m x d...",113050,119000,5950,5,806.0,available,1000,1000,2025-04-14
17423771,"5 Viên Pin CR2032 3V Panasonic Lithium thay pin Smartkey , Cmos , Pin thay Airtag - Hàng chính hãng",Hàng năm có khoảng 600 triệu viên pin bị vứt bỏ. Số lượng pin này xếp dài ra sẽ tương đương quãng đường từ Anh sang Úc!Pin có nhiều loại với nhiều kích thước khác nhau: Có viên pin có kích thước chỉ n...,72000,72000,0,0,59.0,available,1000,1000,2025-04-14
6652303,"Mền tuyết NIN HOUSE 100% Microfiber 1m3x2m mới 2024, chăn hè cao cấp mịn màng, chăn lông tuyết nhung nhiều màu",- Chất liệu: 100% Microfiber- Kích thước: 130cm x 200cm- Hướng dẫn sử dụng:Giặt trước khi sử dụng.Giặt ở nhiệt độ tối đa không quá 40 độ C.Có thể giặt bằng máy.Không sử dụng các chất giặc tẩy m...,219000,219000,0,0,213.0,available,1000,1000,2025-04-14
892121,Pin Max 8 + 4 Viên Energizer E91 BP8+4 AA,"Pin Max 8 + 4 Viên Energizer E91 BP8+4 AA là sản phẩm có thể sử dụng cho các loại máy ảnh, điều khiển từ xa, đèn Pin, máy chơi game không dây, máy nghe nhạc MP3 và các thiết bị kỹ thuật số cá nhân kh...",140000,140000,0,0,2756.0,available,1000,1000,2025-04-14
277619147,Máy tính bảng iPad Gen 11 (A16) WiFi ,...,9490000,9990000,500000,5,13.0,available,1000,1000,2025-04-14
277311630,Điện Thoại Xiaomi Redmi 14C 6GB/128GB - Hàng Chính Hãng,"Điện Thoại Xiaomi Redmi 14C 6GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Pin, sạc, cáp USB kiểu C,ốp lưng, hướng dẫn, cây tháo sim.Hiển thị sống động và bảo vệ tối ưu- Với tấm nền IPS LCD kích ...",3190000,3690000,500000,14,3.0,available,1000,1000,2025-04-14
277164932,Ốp Lưng Samsung Galaxy S25 Trong Suốt - Hàng chính hãng,Updating...,590000,590000,0,0,3.0,available,1000,1000,2025-04-14
277164766,Củ sạc Samsung không kèm cáp 45W - Hàng chính hãng,"Tốc độ sạc siêu nhanhBộ đổi nguồn 45W là người bạn đồng hành với khả năng sạc nhanh và hiệu quả cao. Được thiết kế với độ chính xác để tích hợp liền mạch với các thiết bị Samsung Galaxy, đảm bảo ...",450000,890000,440000,49,21.0,available,1000,1000,2025-04-14
277068413,"Điện thoại Samsung Galaxy S25 Ultra, Điện thoại AI, Tìm kiếm thông minh, Video camera đêm Nightography, S Pen đa nhiệm - Hàng Chính Hãng"," Galaxy S25 Ultra - Cánh tay đắc lực AI- Now Brief: Đưa ra các đề xuất được cá nhân hoá dựa trên phân tích thông minh về lịch trình riêng, sở thích và mục tiêu cá nhân.- Seamless Actions across Apps...",28990000,33990000,5000000,15,4.0,available,1000,1000,2025-04-14
277007015,Điện thoại Xiaomi Redmi Note 14 6GB/128GB - Hàng Chính Hãng,"Chip MediaTek hỗ trợ chiến game ổn địnhMediaTek Helio G99-Ultra 8 nhân trên Redmi Note 14 được sản xuất trên tiến trình 6 nm hiện đại, mang lại hiệu năng ổn định khi chơi các tựa game đồ họa nặng như...",3850000,4990000,1140000,23,27.0,available,1000,1000,2025-04-14
276976267,Tai nghe Bluetooth True Wireless Samsung Galaxy Buds FE R400N - Hàng chính hãng,"Bạn đồng hành hoàn hảo hàng ngàyGalaxy Buds FE với thiết kế công thái học nhỏ gọn mang đến trải nghiệm nghe vượt trội. Loại bỏ những tạp âm không mong muốn nhờ công nghệ Chống ồn chủ động (ANC), ...",1450000,1990000,540000,27,594.0,available,1000,1000,2025-04-14
276614493,Điện Thoại Samsung Galaxy A16 LTE (4GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng Chính Hãng,"Samsung Galaxy A16 4GB/128GB là chiếc smartphone vừa đẹp vừa mạnh, phù hợp cho mọi nhu cầu từ giải trí đến công việc. Với thiết kế nhỏ gọn, hiện đại, màn hình lớn, camera rõ nét và pin bền, Galaxy A16...",3390000,5090000,1700000,33,143.0,available,1000,1000,2025-04-14
276559198,Điện thoại POCO C75 (8GB/256GB) - Hàng Chính Hãng,"POCO C75 cấu hình nổi bật với chip Helio G85Theo thông tin từ trang GSMArena, POCO C75 đã đạt chứng nhận FCC với mã model là 2410FPCC5G, đây cũng là phiên bản kế nhiệm của POCO C65 ra mắt vào năm ngo...",2990000,3290000,300000,9,1201.0,available,1000,1000,2025-04-14
276536922,"Điện thoại ZTE Libero Flip (6GB/128GB) Snapdragon 7 Gen 1 Màn Oled ,120Hz , Rom quốc tế - Hàng nhập khẩu","Thắng thao mobile cam kếtHàng chính hãng mới 100%Bảo hành 6 tháng phần cứng,12 tháng phần mềmThông số kỹ thuậtMàn hình: OLED, 120Hz, HDR10 6.9 inches,Màn phụ: 1.43 inches, 466 x 466 pixelsHệ điều hà...",4899000,5990000,1091000,18,10.0,available,1000,1000,2025-04-14
276515327,Điện thoại POCO C75 (6GB/128GB) - Hàng Chính Hãng,"POCO C75 cấu hình nổi bật với chip Helio G85Theo thông tin từ trang GSMArena, POCO C75 đã đạt chứng nhận FCC với mã model là 2410FPCC5G, đây cũng là phiên bản kế nhiệm của POCO C65 ra mắt vào năm ngo...",2690000,3390000,700000,21,3230.0,available,1000,1000,2025-04-14
276448816,Bộ sạc Samsung 45W cổng type C + Cáp type C (EP-T4511),"Tốc độ sạc siêu nhanhBộ đổi nguồn 45W là người bạn đồng hành với khả năng sạc nhanh và hiệu quả cao. Được thiết kế với độ chính xác để tích hợp liền mạch với các thiết bị Samsung Galaxy, đảm bảo...",471000,1190000,719000,60,321.0,available,1000,1000,2025-04-14
276411458,"Điện thoại OPPO A79 5G (4GB/128GB) Màn hình 6.7"", Sạc nhanh 33W , Rom tiếng việt - Bản nội địa Nhật - Hàng nhập khẩu","Cấu hình sản phẩm:Thẻ Sim:2 SIM, 1 esim +1 Nano SIM /5GMàn hình:6.7 inches, IPS LCD, 90HzĐộ phân giải:1080 x 2460 pixels (~396 ppi density)CPU: MediaTek Dimensity 6020 5G 8 nhânRAM: 4GBBộ nhớ: 128GBCa...",3199000,3999000,800000,20,5.0,available,1000,1000,2025-04-14
276410628,"Điện thoại Realme V60 (6GB/128GB) 5G , Chíp Dimensity 6300, Rom tiếng việt - Hàng nhập khẩu","Cấu hình Realme V60 5G?Bạn có thể tham khảo cấu hình Realme V60 ra mắt dưới đây.Thông sốRealme V60Kích thước165,6 x 76,1 x 7,9 mmTrọng lượng192 gMàn hình6,67 inch, IPS LCD,...",2999000,3999000,1000000,25,3.0,available,1000,1000,2025-04-14
276250878,Điện Thoại Samsung Galaxy A06 (4GB/128GB) -  Đã kích hoạt bảo hành điện tử - Hàng Chính Hãng,"Màn hình rộng lớn, trải nghiệm tối ưuGalaxy A06 được trang bị kích thước màn hình 6.7 inch thuộc phân khúc lớn, giúp tối ưu hóa trải nghiệm giải trí như xem phim, chơi game hay đọc sách điện tử dễ dà...",2270000,3490000,1220000,35,129.0,available,1000,1000,2025-04-14
276250848,Điện Thoại Samsung Galaxy A06 (4GB/128GB) - Hàng Chính Hãng,"Với thiết kế thanh lịch, công nghệ mạnh mẽ và tính năng bảo mật cao, Samsung Galaxy A06 mang đến trải nghiệm đỉnh cao.Màn hình lớn 6.7 inch, camera 50 MP tinh xảo và thời lượng pin dài lâu giúp thiết...",2270000,2390000,120000,5,50.0,available,1000,1000,2025-04-14
276110349,Apple iPhone 16,...,18990000,22990000,4000000,17,228.0,available,1000,1000,2025-04-14
276110276,Apple iPhone 16 Plus,...,21990000,25990000,4000000,15,91.0,available,1000,1000,2025-04-14
276110023,Apple iPhone 16 Pro,...,24990000,28990000,4000000,14,192.0,available,1000,1000,2025-04-14
276109904,Apple iPhone 16 Pro Max,...,30850000,34990000,4140000,12,759.0,available,1000,1000,2025-04-14
